terminalName;id;name;lat;long;coordsLngLat;installed;locked;temporary;public;nbBikes;nbEmptyDocks
6240;236;Hudson/Kent;45.505973;-73.629593;[-73.629593, 45.505973];1;0;0;1;0;23
6241;237;Querbes / Laurier;45.517345;-73.597724;[-73.597724, 45.517345];1;0;0;1;0;15
6243;239;Bloomfield / Bernard;45.519861;-73.606786;[-73.606786, 45.519861];1;0;0;1;0;19
6245;241;Bloomfield / Van Horne;45.5225858;-73.61265779;[-73.61265779, 45.5225858];1;0;0;1;0;14
6246;242;Métro Outremont (Wiseman / Van Horne);45.520265;-73.614887;[-73.614887, 45.520265];1;0;0;1;0;20
6247;243;Casgrain / Saint-Zotique;45.53304;-73.61108;[-73.61108, 45.53304];1;0;0;1;0;15
6248;244;St-Dominique/Rachel;45.518593;-73.581566;[-73.581566, 45.518593];1;0;0;1;0;23
6249;245;Bélanger / Saint-Denis;45.53696;-73.61199;[-73.61199, 45.53696];1;0;0;1;0;15
6250;246;Henri-Julien / Jean-Talon;45.53707;-73.61529;[-73.61529, 45.53707];1;0;0;1;0;23
6251;247;Gaspé/Dante;45.534377;-73.612278;[-73.612278, 45.534377];1;0;0;1;0;19
6252;248;Mozart / Saint-Laurent;45.53318;-73.61544;[-73.61544, 45.53318];1;0;0;1;0;2
6253;249;Lajeunesse / Jean-Talon;45.5397368;-73.61425638;[-73.614256381989, 45.539736803045];1;0;0;1;0;15
6254;250;Boyer / Bélanger;45.54006;-73.60897;[-73.60897, 45.54006];1;0;0;1;0;19
6255;251;Boyer / Saint-Zotique;45.53848;-73.60556;[-73.60556, 45.53848];1;0;0;1;0;19
6257;253;Saint-Vallier / Saint-Zotique;45.536299;-73.607773;[-73.607773, 45.536299];1;0;0;1;0;15
6258;254;Parc Père-Marquette (Chambord / Rosemont);45.537035;-73.593126;[-73.593126, 45.537035];1;0;0;1;0;31
6259;255;Dandurand/De Lorimier;45.540881;-73.584157;[-73.584157, 45.540881];1;0;0;1;0;14
6260;256;Dandurand/Papineau;45.538589;-73.586302;[-73.586302, 45.538589];1;0;0;1;0;19
6261;257;Louis Hémon / Rosemont;45.54458;-73.588069;[-73.588069, 45.54458];1;0;0;1;0;19
6262;258;de la Roche /  Bellechasse ;45.537202;-73.597884;[-73.597884, 45.537202];1;0;0;1;0;1
6263;259;Hampton/Monkland;45.4714;-73.6266;[-73.6266, 45.4714];1;0;0;1;0;15
6264;260;Chabot / Bellechasse;45.5427;-73.59212;[-73.59212, 45.5427];1;0;0;1;0;15
6265;261;Parthenais / Laurier;45.539259;-73.577338;[-73.577338, 45.539259];1;0;0;1;0;19
6266;262;Louis-Hébert / Beaubien;45.54857;-73.59268;[-73.59268, 45.54857];1;0;0;1;0;19
6267;263;de Bordeaux / Beaubien;45.54475;-73.5949;[-73.5949, 45.54475];1;0;0;1;0;2
6268;264;Chambord / Beaubien;45.539964;-73.599716;[-73.599716, 45.539964];1;0;0;1;0;19
6269;265;de Normanville / Saint-Zotique;45.54083;-73.60384;[-73.60384, 45.54083];1;0;0;1;0;7
6270;266;Fabre / Saint-Zotique;45.543541;-73.600982;[-73.600982, 45.543541];1;0;0;1;0;19
6271;267;Casgrain / de Bellechasse;45.529993;-73.604214;[-73.604214, 45.529993];1;0;0;1;0;23
6272;268;Bordeaux / Saint-Zotique;45.546526;-73.598442;[-73.598442, 45.546526];1;0;0;1;0;15
6273;269;Cartier / Bélanger;45.546939;-73.602616;[-73.602616, 45.546939];1;0;0;1;0;19
6274;270;De la Roche/St-Joseph;45.531164;-73.583695;[-73.583695, 45.531164];1;0;0;1;0;19
6275;271;Chambord / Jean-Talon;45.544828;-73.610458;[-73.610458, 45.544828];1;0;0;1;0;2
6276;272;Chambord / Bélanger;45.543077;-73.606585;[-73.606585, 45.543077];1;0;0;1;0;15
6277;293;Louis-Hémon / Beaubien;45.54705;-73.59353;[-73.59353, 45.54705];1;0;0;1;0;15
6278;273;Louis-Hébert / Saint-Zotique;45.55001;-73.59576;[-73.59576, 45.55001];1;0;0;1;0;11
6279;274;Louis-Hébert / Bélanger;45.551457;-73.598852;[-73.598852, 45.551457];1;0;0;1;0;15
6280;294;Fairmount/St-Dominique;45.524611;-73.594059;[-73.594059, 45.524611];1;0;0;1;0;15
6281;437;St-André/St-Joseph;45.528586;-73.585573;[-73.585573, 45.528586];1;0;0;1;0;15
6301;389;Parc Outremont (Bloomfield / Elmwood);45.518215;-73.603251;[-73.603251, 45.518215];1;0;0;1;0;15
6302;390;Stuart / Côte-Ste-Catherine;45.51529;-73.60628;[-73.60628, 45.51529];1;0;0;1;0;15
6303;391;Dunlop / Van Horne;45.514905;-73.619682;[-73.619682, 45.514905];1;0;0;1;0;11
6304;392;Rockland / Lajoie;45.515617;-73.614991;[-73.614991, 45.515617];1;0;0;1;0;15
6305;393;Davaar / Côte-Sainte-Catherine;45.514379;-73.610871;[-73.610871, 45.514379];1;0;0;1;0;15
6306;394;Mont-Royal / Vincent-D'Indy ;45.510086;-73.611429;[-73.611429, 45.510086];1;0;0;1;0;38
6307;309;Laval/Rachel;45.520018;-73.579463;[-73.579463, 45.520018];1;0;0;1;0;0
6309;311;5e ave/Verdun;45.456049;-73.571877;[-73.571877, 45.456049];1;0;0;1;0;23
6310;312;Darlington / Côte-Sainte-Catherine;45.505514;-73.621215;[-73.621215, 45.505514];1;0;0;1;0;31
6311;315;Drolet/St-Zotique;45.534795;-73.609546;[-73.609546, 45.534795];1;0;0;1;0;19
6312;314;Kent / Côte-Des-Neiges;45.501302;-73.633161;[-73.633161, 45.501302];1;0;0;1;0;23
6313;313;Palm/St-Remi;45.470303;-73.589848;[-73.589848, 45.470303];1;0;0;1;0;19
6314;316;De Lanaudiere/Marie-Anne;45.529219;-73.574777;[-73.574777, 45.529219];1;0;0;1;0;19
6315;317;Gatineau/Lacombe ;45.497598;-73.622442;[-73.622442, 45.497598];1;0;0;1;0;15
6316;318;Parc Jean-Brillant (Swail / Decelles);45.497011;-73.618575;[-73.618575, 45.497011];1;0;0;1;0;27
6321;396;Gary Carter / St-Laurent;45.536152;-73.622351;[-73.622351, 45.536152];1;0;0;1;0;0
6322;355;St-Dominique / Villeray;45.537813;-73.624872;[-73.624872, 45.537813];1;0;0;1;0;15
6323;332;Guizot / Saint-Laurent;45.539964;-73.634319;[-73.634319, 45.539964];1;0;0;1;0;15
6324;356;de Liège / Lajeunesse;45.54554156;-73.63474846;[-73.634748458862, 45.545541556277];1;0;0;1;0;15
6327;333;Faillon / Saint-Denis;45.53985704;-73.62038255;[-73.62038255, 45.53985704];1;0;0;1;0;15
6328;357;Drolet / Villeray;45.5401;-73.6234;[-73.6234, 45.5401];1;0;0;1;0;11
6329;334;Gounod / Saint-Denis;45.541791;-73.625894;[-73.625894, 45.541791];1;0;0;1;0;15
6330;335;De Gaspé / Jarry;45.540627;-73.630089;[-73.630089, 45.540627];1;0;0;1;0;15
6331;336;Guizot / Saint-Denis;45.543376;-73.632267;[-73.632267, 45.543376];1;0;0;1;0;0
6332;337;De Gaspé / De Liège;45.542579;-73.636557;[-73.636557, 45.542579];1;0;0;1;0;15
6333;338;Leman/Chateaubriand;45.547218;-73.631103;[-73.631103, 45.547218];1;0;0;1;0;15
6334;339;Lajeunesse / Jarry;45.543583;-73.6284;[-73.6284, 45.543583];1;0;0;1;0;19
6335;340;Du Rosaire / Saint-Hubert;45.54467;-73.621581;[-73.621581, 45.54467];1;0;0;1;0;15
6336;341;Faillon / Saint-Hubert;45.542892;-73.617822;[-73.617822, 45.542892];1;0;0;1;0;19
6338;342;Boyer / Jarry;45.547283;-73.625377;[-73.625377, 45.547283];1;0;0;1;0;14
6339;343;Harvard/Monkland;45.4743;-73.6237;[-73.6237, 45.4743];1;0;0;1;0;15
6340;344;De La Roche / Everett;45.544867;-73.614841;[-73.614841, 45.544867];1;0;0;1;0;18
6341;345;Regina / Verdun;45.467369;-73.570769;[-73.570769, 45.467369];1;0;0;1;0;19
6343;346;Marquette / Villeray;45.550551;-73.615021;[-73.615021, 45.550551];1;0;0;1;0;1
6344;397;Saint-Dominique / Jean talon;45.535189;-73.617459;[-73.617459, 45.535189];1;0;0;1;0;23
6345;347;Louis-Hémon / Villeray;45.554931;-73.610711;[-73.610711, 45.554931];1;0;0;1;0;15
6346;348;Valois/Ste-Catherine;45.545409;-73.537669;[-73.537669, 45.545409];1;0;0;1;0;3
6347;349;Métro St-Michel ( Shaughnessy/St-Michel);45.559199;-73.599658;[-73.599658, 45.559199];1;0;0;1;0;11
6349;350;Coleraine/Butler;45.474165;-73.565231;[-73.565231, 45.474165];1;0;0;1;0;19
6350;351;Island/Centre;45.4815;-73.5644;[-73.5644, 45.4815];1;0;0;1;0;22
6354;358;Marcil/Sherbrooke;45.471743;-73.613924;[-73.613924, 45.471743];1;0;0;1;0;2
6355;359;Sicard/Ontario;45.5566;-73.5373;[-73.5373, 45.5566];1;0;0;1;0;19
6356;360;Monkland/Girouard;45.4771;-73.6212;[-73.6212, 45.4771];1;0;0;1;0;15
6357;361;12e Avenue / Saint-Zotique;45.556905;-73.58925;[-73.58925, 45.556905];1;0;0;1;0;15
6358;362;6e avenue /St-Zotique;45.553243;-73.592336;[-73.592336, 45.553243];1;0;0;1;0;19
6359;363;Métro Champs-de-Mars (Viger/Sanguinet);45.510499;-73.55653;[-73.55653, 45.510499];1;0;0;1;0;25
6360;364;8e Avenue / Beaubien;45.553215;-73.58752;[-73.58752, 45.553215];1;0;0;1;0;4
6361;365;1ere Avenue / Beaubien;45.550476;-73.590446;[-73.590446, 45.550476];1;0;0;1;0;15
6362;366;1ere Avenue / Rosemont;45.547997;-73.58523;[-73.58523, 45.547997];1;0;0;1;0;19
6363;367;Côte St-Antoine/Royal;45.4688;-73.6198;[-73.6198, 45.4688];1;0;0;1;0;15
6364;368;Chambly / Rachel;45.549639;-73.558292;[-73.558292, 45.549639];1;0;0;1;0;19
6366;370;Wilderton  / Van Horne;45.510042;-73.624835;[-73.624835, 45.510042];1;0;0;1;0;15
6367;371;3e Avenue / Dandurand;45.547362;-73.579221;[-73.579221, 45.547362];1;0;0;1;0;15
6368;372;10e Avenue / Masson;45.550321;-73.573755;[-73.573755, 45.550321];1;0;0;1;0;19
6369;373;West Broadway/Sherbrooke;45.45639046;-73.6402148;[-73.6402148, 45.45639046];1;0;0;1;0;9
6370;374;D'Orléans / Masson;45.557192;-73.569847;[-73.569847, 45.557192];1;0;0;1;0;15
6371;375;4e Avenue / Masson;45.546978;-73.575515;[-73.575515, 45.546978];1;0;0;1;0;30
6372;376;Molson / Masson;45.544099;-73.576931;[-73.576931, 45.544099];1;0;0;1;0;23
6373;377;9e Avenue / Saint-Joseph;45.548327;-73.569351;[-73.569351, 45.548327];1;0;0;1;0;11
6374;378;15e Avenue / Laurier;45.553408;-73.569531;[-73.569531, 45.553408];1;0;0;1;0;19
6375;379;Metro Place St-Henri (St-Ferdinand/St-Jacques);45.477249;-73.587238;[-73.587238, 45.477249];1;0;0;1;0;19
6376;380;18e Avenue / Saint-Joseph;45.554165;-73.564742;[-73.564742, 45.554165];1;0;0;1;0;14
6377;381;Grand trunk/Hibernia;45.47968;-73.56385;[-73.56385, 45.47968];1;0;0;1;0;19
6379;383;Bannantyne /de l'Eglise;45.463257;-73.575621;[-73.575621, 45.463257];1;0;0;1;0;15
6380;384;Parc J.-Arthur-Champagne (Chambly/Mont-Royal);45.551584;-73.561916;[-73.561916, 45.551584];1;0;0;1;0;19
6381;385;Omer-Lavallée / Midway;45.545474;-73.561937;[-73.561937, 45.545474];1;0;0;1;0;23
6383;319;Jardin Botanique;45.555029;-73.554902;[-73.554902, 45.555029];1;0;0;1;0;19
6384;387;Darling / Sherbrooke;45.545425;-73.556527;[-73.556527, 45.545425];1;0;0;1;0;3
6385;320;Bordeaux/Gilford;45.536178;-73.57641;[-73.57641, 45.536178];1;0;0;1;0;23
6386;321;Métro Préfontaine (Moreau / Hochelaga);45.541814;-73.554635;[-73.554635, 45.541814];1;0;0;1;0;21
6387;322;Métro Joliette  (joliette/Hochelaga);45.547179;-73.551739;[-73.551739, 45.547179];1;0;0;1;0;19
6388;323;D'Orléans / Hochelaga;45.550668;-73.549502;[-73.549502, 45.550668];1;0;0;1;0;11
6389;324;Boyer / Jean-Talon;45.541484;-73.612441;[-73.612441, 45.541484];1;0;0;1;0;15
6391;325;Aylwin / Ontario;45.544136;-73.545609;[-73.545609, 45.544136];1;0;0;1;0;13
6393;327;Ontario / Dézéry;45.541044;-73.547407;[-73.547407, 45.541044];1;0;0;1;0;33
6394;328;Nicolet / Rouen;45.54757;-73.547448;[-73.547448, 45.54757];1;0;0;1;0;23
6395;329;Pierre-de-Coubertin / Aird;45.55896;-73.548687;[-73.548687, 45.55896];1;0;0;1;0;40
6396;388;Métro Pie-IX (Pierre-de-Coubertin / Pie-IX);45.553879;-73.551761;[-73.551761, 45.553879];1;0;0;1;0;41
6397;330;Marché Maisonneuve;45.553491;-73.53931;[-73.53931, 45.553491];1;0;0;1;0;23
6398;331;Desjardins / Ontario;45.551119;-73.540764;[-73.540764, 45.551119];1;0;0;1;0;27
6401;301;des Seigneurs / Notre-Dame;45.487676;-73.568868;[-73.568868, 45.487676];1;0;0;1;0;15
6402;302;Sir Georges Etienne Cartier/Ste-Émilie;45.472743;-73.585369;[-73.585369, 45.472743];1;0;0;1;0;18
6403;303;Georges-Vanier / Notre-Dame;45.48501;-73.57178;[-73.57178, 45.48501];1;0;0;1;0;18
6404;304;Quesnel/Vinet;45.485889;-73.577514;[-73.577514, 45.485889];1;0;0;1;0;23
6405;305;Duvernay/charlevoix ;45.48203995;-73.57486278;[-73.57486278, 45.48203995];1;0;0;1;0;19
6406;306;Marché Atwater;45.480359;-73.577102;[-73.577102, 45.480359];1;0;0;1;0;33
6407;307;Métro Lionel-Groulx ( Lionel-Groulx /Charlevoix);45.48392802;-73.57731164;[-73.57731164, 45.48392802];1;0;0;1;0;31
6408;308;Saint-Antoine / Canning (Metro George-Vanier);45.4891;-73.57656;[-73.57656, 45.4891];1;0;0;1;0;17
6409;399;Lionel-Groulx / George-Vanier;45.486457;-73.573286;[-73.573286, 45.486457];1;0;0;1;0;19
6410;424;Basile-Routhier / Crémazie;45.547009;-73.637951;[-73.637951, 45.547009];1;0;0;1;0;19
6411;432;Clark/Prince Arthur;45.513338;-73.57295;[-73.57295, 45.513338];1;0;0;1;0;15
6412;425;Complexe sportif Claude-Robillard (émile Journault);45.553262;-73.638615;[-73.638615, 45.553262];1;0;0;1;0;2
6413;426;Square Phillips 2;45.503797;-73.568031;[-73.568031, 45.503797];1;0;0;1;0;56
6414;427;Agnes/Guay;45.479582;-73.585989;[-73.585989, 45.479582];1;0;0;1;0;2
6415;413;Wilson/Sherbrooke;45.4703;-73.6162;[-73.6162, 45.4703];1;0;0;1;0;15
6416;418;Ave Notre Dame de Grâce / Décarie;45.477313;-73.615327;[-73.615327, 45.477313];1;0;0;1;0;15
6417;414;Desjardins/Hochelaga;45.55325;-73.54822;[-73.54822, 45.55325];1;0;0;1;0;0
6418;415;Metro Vendome (Maisonneuve / Marlowe);45.473775;-73.604223;[-73.604223, 45.473775];1;0;0;1;0;19
6419;419;Beaucourt /Cote Ste-Catherine;45.491513;-73.633649;[-73.633649, 45.491513];1;0;0;1;0;5
6420;422;Trans Island/Queen Mary ;45.484489;-73.628834;[-73.628834, 45.484489];1;0;0;1;0;19
6421;417;Cartier/Rosemont;45.541198;-73.590943;[-73.590943, 45.541198];1;0;0;1;0;19
6422;423;Fleury/Lajeunesse;45.5536;-73.6616;[-73.6616, 45.5536];1;0;0;1;0;15
6423;421;Hôpital général juif;45.496302;-73.629822;[-73.629822, 45.496302];1;0;0;1;0;15
6424;416;President kennedy/Mcgill College;45.503063;-73.573986;[-73.573986, 45.503063];1;0;0;1;0;23
6425;428;Ross / Ave de Léglise;45.462742;-73.565845;[-73.565845, 45.462742];1;0;0;1;0;17
6426;429;Willibord / Verdun;45.459707;-73.571438;[-73.571438, 45.459707];1;0;0;1;0;23
6427;430;Rushbrooke / Gilberte-Dubé;45.471479;-73.564845;[-73.564845, 45.471479];1;0;0;1;0;19
6428;433;Berlioz/Boul de l'Ile des Soeurs;45.459593;-73.544377;[-73.544377, 45.459593];1;0;0;1;0;15
6429;431;Place du Commerce;45.46714;-73.54259;[-73.54259, 45.46714];1;0;0;1;0;30
6432;438;Boul Maisonneuve/Greene;45.48697062;-73.58929306;[-73.58929306, 45.48697062];1;0;0;1;0;2
6433;439;Hillside / Ste-Catherine;45.4829;-73.591;[-73.591, 45.4829];1;0;0;1;0;2
6434;440;Victoria/Maisonneuve;45.477581;-73.600353;[-73.600353, 45.477581];1;0;0;1;0;11
6435;441;Victorial Hall;45.4816;-73.6;[-73.6, 45.4816];1;0;0;1;0;15
6436;442;Argyle / Sherbrooke;45.486;-73.5959;[-73.5959, 45.486];1;0;0;1;0;1
6501;406;Métro Jean-Drapeau;45.512097;-73.53382;[-73.53382, 45.512097];1;0;0;1;0;27
6502;407;Quai de la navette fluviale;45.511146;-73.537658;[-73.537658, 45.511146];1;0;0;1;0;19
6503;408;Métro Parc  (Ogilvy/Hutchison);45.530617;-73.624052;[-73.624052, 45.530617];1;0;0;1;0;17
6504;409;La Ronde;45.521769;-73.534859;[-73.534859, 45.521769];1;0;0;1;0;22
6700;454;Lasalle / Ste-Catherine;45.550056;-73.534576;[-73.534576, 45.550056];1;0;0;1;0;11
6701;455;Viau /Pierre de Coubertain;45.563029;-73.547909;[-73.547909, 45.563029];1;0;0;1;0;19
6702;456;Chauveau/Assomption;45.569789;-73.548081;[-73.548081, 45.569789];1;0;0;1;0;15
6703;457;St-Zotique/39e;45.573621;-73.574892;[-73.574892, 45.573621];1;0;0;1;0;23
6704;458;19e/St-Zotique;45.561594;-73.585643;[-73.585643, 45.561594];1;0;0;1;0;15
6705;459;5e ave/Bannantyne;45.456365;-73.57614;[-73.57614, 45.456365];1;0;0;1;0;15
6706;460;Beatty/Verdun;45.450837;-73.572446;[-73.572446, 45.450837];1;0;0;1;0;11
6707;461;Drake / De Sève;45.456026;-73.58229;[-73.58229, 45.456026];1;0;0;1;0;15
6708;462;Gauchetière/Bleury;45.504561;-73.56279;[-73.56279, 45.504561];1;0;0;1;0;19
6709;463;Le Caron / Marc-Sauvalle ;45.461685;-73.584039;[-73.584039, 45.461685];1;0;0;1;0;15
6710;464;Georges Baril/ Fleury;45.558457;-73.65884;[-73.65884, 45.558457];1;0;0;1;0;0
6711;465;Alexandra/Waverly;45.531938;-73.617842;[-73.617842, 45.531938];1;0;0;1;0;19
6712;466;Lasalle/Crawford;45.438201;-73.58251;[-73.58251, 45.438201];1;0;0;1;0;18
6713;467;30e / St-Zotique;45.56822507;-73.57943594;[-73.57943594, 45.56822507];1;1;0;1;0;15
6714;468;Boul Lasalle/Alepin;45.432826;-73.588711;[-73.588711, 45.432826];1;0;0;1;0;19
6715;469;Natatorium (Lasalle/Rolland);45.444433;-73.575788;[-73.575788, 45.444433];1;0;0;1;0;19
6716;470;Francis/Fleury;45.563947;-73.655573;[-73.655573, 45.563947];1;0;0;1;0;15
6717;471;Kent/Victoria;45.494805;-73.638772;[-73.638772, 45.494805];1;0;0;1;0;23
6718;472;Grand boulevard/Sherbrooke;45.466569;-73.623295;[-73.623295, 45.466569];1;0;0;1;0;3
6719;473;Park Row W/Sherbrooke;45.461843;-73.632297;[-73.632297, 45.461843];1;0;0;1;0;15
6720;474;Ontario/Ville Marie;45.559889;-73.53504;[-73.53504, 45.559889];1;0;0;1;0;23
6721;475;Cadillac/Sherbrooke;45.577021;-73.546783;[-73.546783, 45.577021];1;0;0;1;0;19
6722;476;Bossuet/Pierre de coubertain;45.573906;-73.539659;[-73.539659, 45.573906];1;0;0;1;0;19
6723;477;26e/beaubien;45.564944;-73.577639;[-73.577639, 45.564944];1;0;0;1;0;15
6724;478;Square Sir-Georges-Étienne-Cartier / Léa Roback;45.471926;-73.58247;[-73.58247, 45.471926];1;0;0;1;0;18
6725;479;Dubois / Eadie;45.457606;-73.590551;[-73.590551, 45.457606];1;0;0;1;0;19
6726;480;Hamel/Sauvé;45.560742;-73.65041;[-73.65041, 45.560742];1;0;0;1;0;15
6727;481;Richardson/Montmorency;45.484857;-73.560323;[-73.560323, 45.484857];1;0;0;1;0;18
6728;482;Champagneur/Jean Talon;45.526904;-73.624331;[-73.624331, 45.526904];1;0;0;1;0;15
6729;483;St-André/Maisonneuve;45.517062;-73.559781;[-73.559781, 45.517062];1;0;0;1;0;5
6730;484;35e/beaubien;45.570081;-73.573047;[-73.573047, 45.570081];1;0;0;1;0;15
6731;487;28e ave/Rosemont;45.564353;-73.571244;[-73.571244, 45.564353];1;0;0;1;0;23
6732;486;Fortune/wellington;45.477923;-73.559038;[-73.559038, 45.477923];1;0;0;1;0;19
6733;485;Rousselot/Villeray;45.548931;-73.616837;[-73.616837, 45.548931];1;0;0;1;0;15
6734;489;Rousselot/Jarry;45.550896;-73.621091;[-73.621091, 45.550896];1;0;0;1;0;15
6735;492;François Perrault / LO David;45.561396;-73.601544;[-73.601544, 45.561396];1;0;0;1;0;15
6736;490;Basile Routhier/Gouin;45.556697;-73.670771;[-73.670771, 45.556697];1;0;0;1;0;19
6737;491;Jacques Cassault/Christophe-Colomb;45.552123;-73.630103;[-73.630103, 45.552123];1;0;0;1;0;18
6738;493;Union/René Lévesque;45.50233;-73.566497;[-73.566497, 45.50233];1;0;0;1;0;23
6739;495;Repentigny/Sherbrooke;45.58077;-73.544766;[-73.544766, 45.58077];1;0;0;1;0;15
6740;6740;Dollard/Ducharme;45.520307;-73.618686;[-73.618686, 45.520307];0;0;0;1;0;15
6741;496;Murray/William;45.493658;-73.562256;[-73.562256, 45.493658];1;0;0;1;0;1
6742;497;Briand/Carron;45.462362;-73.59665;[-73.59665, 45.462362];1;0;0;1;0;15
6743;498;St-Marc/Sherbrooke;45.494514;-73.583368;[-73.583368, 45.494514];1;0;0;1;0;19
6744;499;Hamilton/Jolicoeur;45.456355;-73.597557;[-73.597557, 45.456355];1;0;0;1;0;15
6745;500;Outremont / Ogilvy;45.526856;-73.626672;[-73.626672, 45.526856];1;0;0;1;0;14
6746;501;Birnam /Jean Talon;45.524814;-73.625554;[-73.625554, 45.524814];1;0;0;1;0;15
6747;502;Waverly / St-Zotique;45.5306;-73.614616;[-73.614616, 45.5306];1;0;0;1;0;15
6748;503;Rufus Rockhead/Atwater;45.479728;-73.575812;[-73.575812, 45.479728];1;0;0;1;0;23
6749;504;St-Jacques/St-Laurent;45.506445;-73.556352;[-73.556352, 45.506445];1;0;0;1;0;0
6750;505;Rachel/Des Érables;45.533501;-73.566776;[-73.566776, 45.533501];1;0;0;1;0;23
6901;10;Sainte-Catherine / Saint-Denis;45.51371137;-73.56054783;[-73.560547828674, 45.513711370744];1;0;0;1;0;39
6902;21;Montcalm/Ontario;45.521165;-73.562441;[-73.562441, 45.521165];1;0;0;1;0;19
6903;233;Napoleon/St-Dominique;45.516777;-73.577784;[-73.577784, 45.516777];1;0;0;1;0;23
6904;275;Fabre / Beaubien;45.542055;-73.597793;[-73.597793, 45.542055];1;0;0;1;0;15
6905;276;Parc Rosemont (Dandurand/d'Iberville);45.544377;-73.581018;[-73.581018, 45.544377];1;0;0;1;0;19
6906;277;St-Valier/Rosemont;45.531968;-73.597943;[-73.597943, 45.531968];1;0;0;1;0;23
6907;278;Boyer / Rosemont;45.534136;-73.595478;[-73.595478, 45.534136];1;0;0;1;0;23
6908;279;Bellechasse/St-Valier;45.533473;-73.601221;[-73.601221, 45.533473];1;0;0;1;0;19
6910;289;Boyer / Beaubien;45.537041;-73.602026;[-73.602026, 45.537041];1;0;0;1;0;19
6912;82;Chateaubriand / Beaubien;45.535431;-73.603522;[-73.603522, 45.535431];1;0;0;1;0;27
6913;127;Drolet / Beaubien;45.533348;-73.605834;[-73.605834, 45.533348];1;0;0;1;0;19
6915;128;Alma / Beaubien;45.532396;-73.606655;[-73.606655, 45.532396];1;0;0;1;0;19
6916;129;Parc du Pélican (2e ave/St-Joseph);45.544513;-73.571564;[-73.571564, 45.544513];1;0;0;1;0;19
6917;287;Basile-Routhier / Chabanel;45.549949;-73.647982;[-73.647982, 45.549949];1;0;0;1;0;11
6918;130;9e Avenue / Dandurand;45.550769;-73.57711;[-73.57711, 45.550769];1;0;0;1;0;11
6919;288;10e Avenue / Rosemont;45.552649;-73.581185;[-73.581185, 45.552649];1;0;0;1;0;14
6921;280;Island/Augustin-Cantin;45.48264173;-73.56613219;[-73.56613219, 45.48264173];1;0;0;1;0;15
6923;131;Marquette / Jean-Talon;45.54735612;-73.60760987;[-73.60760986805, 45.547356123152];1;0;0;1;0;19
6924;234;de Bordeaux / Jean-Talon;45.54970408;-73.60551238;[-73.6055123806, 45.549704078239];1;0;0;1;0;15
6925;132;des Écores / Jean-Talon;45.55244261;-73.60300183;[-73.603001832962, 45.552442609135];1;0;0;1;0;19
6926;281;Marie-anne/ St-Hubert;45.524634;-73.578755;[-73.578755, 45.524634];1;0;0;1;0;15
6927;282;Édouard-Montpetit / Stirling;45.50723;-73.615085;[-73.615085, 45.50723];1;0;0;1;0;19
6928;283;Louis-Colin / McKenna;45.500035;-73.618105;[-73.618105, 45.500035];1;0;0;1;0;23
6929;452;St-André/St-Grégoire;45.53133;-73.59155;[-73.59155, 45.53133];1;0;0;1;0;15
10002;297;Métro Charlevoix (Centre / Charlevoix);45.47822787;-73.56965125;[-73.569651246071, 45.478227873091];1;0;0;1;0;15
