terminalNa,stop_id,mtmx,mtmy,capacity,SRIDU,lat,lng,name
6241,237,297165.19,5041940.86,15,4620363.00,45.517345,-73.597724,Querbes / Laurier
6243,239,296457.58,5042221.37,19,4620362.00,45.519861,-73.606786,Bloomfield / Bernard
6245,241,295999.28,5042524.80,14,4620365.00,45.5225858,-73.61265779,Bloomfield / Van Horne
6246,242,295824.77,5042267.14,20,4620366.00,45.520265,-73.614887,Métro Outremont (Wiseman / Van Horne)
6247,243,296124.14,5043686.42,15,4620218.00,45.53304,-73.61108,Casgrain / Saint-Zotique
6248,244,298427.69,5042078.14,23,4620139.00,45.518593,-73.581566,St-Dominique/Rachel
6249,245,296053.68,5044122.15,15,4620218.00,45.53696,-73.61199,Bélanger / Saint-Denis
6250,246,295795.97,5044134.74,23,4620218.00,45.53707,-73.61529,Henri-Julien / Jean-Talon
6251,247,296030.78,5043835.13,19,4620218.00,45.534377,-73.612278,Gaspé/Dante
6252,248,295783.63,5043702.45,2,4620219.00,45.53318,-73.61544,Mozart / Saint-Laurent
6253,249,295877.11,5044430.99,15,4620234.00,45.5397368,-73.61425638,Lajeunesse / Jean-Talon
6254,250,296290.00,5044466.33,19,4620213.00,45.54006,-73.60897,Boyer / Bélanger
6255,251,296556.08,5044290.39,19,4620212.00,45.53848,-73.60556,Boyer / Saint-Zotique
6257,253,296382.92,5044048.24,15,4620214.00,45.536299,-73.607773,Saint-Vallier / Saint-Zotique
6258,254,297526.95,5044128.60,31,4620209.00,45.537035,-73.593126,Parc Père-Marquette (Chambord / Rosemont)
6259,255,298227.87,5044555.24,14,4620179.00,45.540881,-73.584157,Dandurand/De Lorimier
6260,256,298060.08,5044300.70,19,4620179.00,45.538589,-73.586302,Dandurand/Papineau
6261,257,297922.81,5044966.64,19,4620205.00,45.54458,-73.588069,Louis Hémon / Rosemont
6262,258,297155.38,5044147.60,1,4620211.00,45.537202,-73.597884,de la Roche /  Bellechasse
6263,259,294901.17,5036838.13,15,4620102.00,45.4714,-73.6266,Hampton/Monkland
6264,260,297606.24,5044758.07,15,4620208.00,45.5427,-73.59212,Chabot / Bellechasse
6265,261,298760.21,5044374.45,19,4620178.00,45.539259,-73.577338,Parthenais / Laurier
6266,262,297563.26,5045410.46,19,4620206.00,45.54857,-73.59268,Louis-Hébert / Beaubien
6267,263,297389.41,5044986.14,2,4620208.00,45.54475,-73.5949,de Bordeaux / Beaubien
6268,264,297012.68,5044454.72,19,4620212.00,45.539964,-73.599716,Chambord / Beaubien
6269,265,296690.74,5044551.37,7,4620213.00,45.54083,-73.60384,de Normanville / Saint-Zotique
6270,266,296914.31,5044852.36,19,4620209.00,45.543541,-73.600982,Fabre / Saint-Zotique
6271,267,296659.97,5043347.08,23,4620216.00,45.529993,-73.604214,Casgrain / de Bellechasse
6272,268,297113.07,5045183.84,15,4620207.00,45.546526,-73.598442,Bordeaux / Saint-Zotique
6273,269,296787.20,5045230.15,19,4620207.00,45.546939,-73.602616,Cartier / Bélanger
6274,270,298262.82,5043475.34,19,4620174.00,45.531164,-73.583695,De la Roche/St-Joseph
6275,271,296174.53,5044996.36,2,4620244.00,45.544828,-73.610458,Chambord / Jean-Talon
6276,272,296476.71,5044801.36,15,4620247.00,45.543077,-73.606585,Chambord / Bélanger
6277,293,297496.69,5045241.62,15,4620206.00,45.54705,-73.59353,Louis-Hémon / Beaubien
6278,273,297322.96,5045570.77,11,4620206.00,45.55001,-73.59576,Louis-Hébert / Saint-Zotique
6279,274,297081.73,5045731.87,15,4620206.00,45.551457,-73.598852,Louis-Hébert / Bélanger
6280,294,297452.46,5042747.99,15,4620171.00,45.524611,-73.594059,Fairmount/St-Dominique
6281,437,298115.83,5043189.00,15,4620159.00,45.528586,-73.585573,St-André/St-Joseph
6301,389,296733.51,5042038.08,15,4620362.00,45.518215,-73.603251,Parc Outremont (Bloomfield / Elmwood)
6302,390,296496.44,5041713.33,15,4620360.00,45.51529,-73.60628,Stuart / Côte-Ste-Catherine
6303,391,295449.29,5041672.02,11,4620366.00,45.514905,-73.619682,Dunlop / Van Horne
6304,392,295815.90,5041750.61,15,4620362.00,45.515617,-73.614991,Rockland / Lajoie
6305,393,296137.60,5041612.58,15,4620362.00,45.514379,-73.610871,Davaar / Côte-Sainte-Catherine
6306,394,296093.35,5041135.56,38,4620360.00,45.510086,-73.611429,Mont-Royal / Vincent-D'Indy
6307,309,298592.14,5042236.34,0,4620136.00,45.520018,-73.579463,Laval/Rachel
6309,311,299178.42,5035126.89,23,4620307.00,45.456049,-73.571877,5e ave/Verdun
6310,312,295327.94,5040628.57,31,4620126.00,45.505514,-73.621215,Darlington / Côte-Sainte-Catherine
6311,315,296244.22,5043881.29,19,4620218.00,45.534795,-73.609546,Drolet/St-Zotique
6312,314,294393.67,5040161.97,23,4620122.00,45.501302,-73.633161,Kent / Côte-Des-Neiges
6313,313,297774.66,5036712.35,19,4620083.00,45.470303,-73.589848,Palm/St-Remi
6314,316,298959.18,5043258.50,19,4620146.00,45.529219,-73.574777,De Lanaudiere/Marie-Anne
6315,317,295230.72,5039749.01,15,4620127.01,45.497598,-73.622442,Gatineau/Lacombe
6316,318,295532.84,5039683.32,27,4620127.01,45.497011,-73.618575,Parc Jean-Brillant (Swail / Decelles)
6321,396,295244.36,5044033.53,0,4620232.00,45.536152,-73.622351,Gary Carter / St-Laurent
6322,355,295047.75,5044218.43,15,4620230.00,45.537813,-73.624872,St-Dominique / Villeray
6323,332,294310.36,5044458.66,15,4620227.00,45.539964,-73.634319,Guizot / Saint-Laurent
6324,356,294277.86,5045078.56,15,4620237.00,45.54554156,-73.63474846,de Liège / Lajeunesse
6327,333,295398.71,5044445.05,15,4620231.00,45.53985704,-73.62038255,Faillon / Saint-Denis
6328,357,295163.10,5044472.41,11,4620230.00,45.5401,-73.6234,Drolet / Villeray
6329,334,294968.63,5044660.63,15,4620235.00,45.541791,-73.625894,Gounod / Saint-Denis
6330,335,294640.82,5044531.80,15,4620228.00,45.540627,-73.630089,De Gaspé / Jarry
6331,336,294471.24,5044837.57,0,4620227.00,45.543376,-73.632267,Guizot / Saint-Denis
6332,337,294136.08,5044749.56,15,4620226.00,45.542579,-73.636557,De Gaspé / De Liège
6333,338,294562.83,5045264.39,15,4620238.00,45.547218,-73.631103,Leman/Chateaubriand
6334,339,294773.25,5044860.09,19,4620236.00,45.543583,-73.6284,Lajeunesse / Jarry
6335,340,295305.93,5044980.06,15,4620239.00,45.54467,-73.621581,Du Rosaire / Saint-Hubert
6336,341,295599.17,5044782.03,19,4620245.00,45.542892,-73.617822,Faillon / Saint-Hubert
6338,342,295009.96,5045270.90,14,4620239.00,45.547283,-73.625377,Boyer / Jarry
6339,343,295128.41,5037160.05,15,4620104.00,45.4743,-73.6237,Harvard/Monkland
6340,344,295832.27,5045001.18,18,4620244.00,45.544867,-73.614841,De La Roche / Everett
6341,345,299266.19,5036384.80,19,4620301.00,45.467369,-73.570769,Regina / Verdun
6343,346,295819.12,5045632.87,1,4620243.00,45.550551,-73.615021,Marquette / Villeray
6344,397,295626.26,5043925.95,23,4620232.00,45.535189,-73.617459,Saint-Dominique / Jean talon
6345,347,296156.32,5046119.15,15,4620249.00,45.554931,-73.610711,Louis-Hémon / Villeray
6346,348,301858.52,5045055.69,3,4620021.00,45.545409,-73.537669,Valois/Ste-Catherine
6347,349,297019.86,5046592.33,11,4620251.01,45.559199,-73.599658,Métro St-Michel ( Shaughnessy/St-Michel)
6349,350,299699.85,5037139.67,19,4620074.00,45.474165,-73.565231,Coleraine/Butler
6350,351,299765.47,5037954.76,22,4620075.00,45.4815,-73.5644,Island/Centre
6354,358,295892.35,5036874.76,2,4620104.00,45.471743,-73.613924,Marcil/Sherbrooke
6355,359,301887.91,5046299.34,19,4620015.00,45.5566,-73.5373,Sicard/Ontario
6356,360,295324.35,5037470.92,15,4620106.00,45.4771,-73.6212,Monkland/Girouard
6357,361,297832.11,5046336.44,15,4620202.00,45.556905,-73.58925,12e Avenue / Saint-Zotique
6358,362,297590.72,5045929.75,19,4620203.00,45.553243,-73.592336,6e avenue /St-Zotique
6359,363,300382.98,5041176.97,25,4620058.00,45.510499,-73.55653,Métro Champs-de-Mars (Viger/Sanguinet)
6360,364,297966.73,5045926.21,4,4620202.00,45.553215,-73.58752,8e Avenue / Beaubien
6361,365,297737.94,5045622.08,15,4620203.00,45.550476,-73.590446,1ere Avenue / Beaubien
6362,366,298144.91,5045346.14,19,4620204.00,45.547997,-73.58523,1ere Avenue / Rosemont
6363,367,295432.43,5036548.37,15,4620103.00,45.4688,-73.6198,Côte St-Antoine/Royal
6364,368,300248.47,5045526.73,19,4620187.03,45.549639,-73.558292,Chambly / Rachel
6366,370,295045.84,5041132.21,15,4620124.00,45.510042,-73.624835,Wilderton  / Van Horne
6367,371,298614.05,5045275.09,15,4620180.00,45.547362,-73.579221,3e Avenue / Dandurand
6368,372,299041.16,5045603.52,19,4620184.00,45.550321,-73.573755,10e Avenue / Masson
6369,373,293833.72,5035171.89,9,4620097.02,45.45639046,-73.6402148,West Broadway/Sherbrooke
6370,374,299346.96,5046366.83,15,4620185.00,45.557192,-73.569847,D'Orléans / Masson
6371,375,298903.39,5045232.13,30,4620181.00,45.546978,-73.575515,4e Avenue / Masson
6372,376,298792.51,5044912.29,23,4620181.00,45.544099,-73.576931,Molson / Masson
6373,377,299384.84,5045381.62,11,4620186.00,45.548327,-73.569351,9e Avenue / Saint-Joseph
6374,378,299371.27,5045946.29,19,4620186.00,45.553408,-73.569531,15e Avenue / Laurier
6375,379,297979.58,5037484.03,19,4620081.00,45.477249,-73.587238,Metro Place St-Henri (St-Ferdinand/St-Jacques)
6376,380,299745.25,5046030.10,14,4620186.00,45.554165,-73.564742,18e Avenue / Saint-Joseph
6377,381,299808.31,5037752.47,19,4620075.00,45.47968,-73.56385,Grand trunk/Hibernia
6379,383,298886.35,5035928.18,15,4620303.00,45.463257,-73.575621,Bannantyne /de l'Eglise
6380,384,299965.66,5045743.10,19,4620187.03,45.551584,-73.561916,Parc J.-Arthur-Champagne (Chambly/Mont-Royal)
6381,385,299963.50,5045064.08,23,4620187.04,45.545474,-73.561937,Omer-Lavallée / Midway
6383,319,300513.57,5046125.55,19,4620189.00,45.555029,-73.554902,Jardin Botanique
6384,387,300385.95,5045058.33,3,4620187.01,45.545425,-73.556527,Darling / Sherbrooke
6385,320,298832.36,5044031.98,23,4620156.00,45.536178,-73.57641,Bordeaux/Gilford
6386,321,300533.42,5044656.93,21,4620031.00,45.541814,-73.554635,Métro Préfontaine (Moreau / Hochelaga)
6387,322,300759.96,5045253.00,19,4620030.00,45.547179,-73.551739,Métro Joliette  (joliette/Hochelaga)
6388,323,300934.87,5045640.63,11,4620030.00,45.550668,-73.549502,D'Orléans / Hochelaga
6389,324,296019.16,5044624.95,15,4620247.00,45.541484,-73.612441,Boyer / Jean-Talon
6391,325,301238.43,5044914.54,13,4620027.00,45.544136,-73.545609,Aylwin / Ontario
6393,327,301097.82,5044571.00,33,4620028.00,45.541044,-73.547407,Ontario / Dézéry
6394,328,301095.05,5045296.25,23,4620029.00,45.54757,-73.547448,Nicolet / Rouen
6395,329,300999.07,5046562.09,40,4620014.02,45.55896,-73.548687,Pierre-de-Coubertin / Aird
6396,388,300758.72,5045997.58,41,4620014.02,45.553879,-73.551761,Métro Pie-IX (Pierre-de-Coubertin / Pie-IX)
6397,330,301730.82,5045953.91,23,4620018.00,45.553491,-73.53931,Marché Maisonneuve
6398,331,301617.16,5045690.36,27,4620019.00,45.551119,-73.540764,Desjardins / Ontario
6401,301,299416.77,5038641.39,15,4620077.00,45.487676,-73.568868,des Seigneurs / Notre-Dame
6402,302,298125.17,5036983.12,18,4620083.00,45.472743,-73.585369,Sir Georges Etienne Cartier/Ste-Émilie
6403,303,299188.88,5038345.32,18,4620077.00,45.48501,-73.57178,Georges-Vanier / Notre-Dame
6404,304,298740.74,5038443.42,23,4620067.00,45.485889,-73.577514,Quesnel/Vinet
6405,305,298947.59,5038015.47,19,4620078.00,45.48203995,-73.57486278,Duvernay/charlevoix
6406,306,298772.36,5037828.84,33,4620079.00,45.480359,-73.577102,Marché Atwater
6407,307,298756.35,5038225.48,31,4620078.00,45.48392802,-73.57731164,Métro Lionel-Groulx ( Lionel-Groulx /Charlevoix)
6408,308,298815.66,5038800.18,17,4620068.00,45.4891,-73.57656,Saint-Antoine / Canning (Metro George-Vanier)
6409,399,299071.30,5038506.23,19,4620077.00,45.486457,-73.573286,Lionel-Groulx / George-Vanier
6410,424,294028.07,5045242.06,19,4620265.00,45.547009,-73.637951,Basile-Routhier / Crémazie
6411,432,299100.28,5041493.50,15,4620132.00,45.513338,-73.57295,Clark/Prince Arthur
6412,425,293977.42,5045937.06,2,4620264.02,45.553262,-73.638615,Complexe sportif Claude-Robillard (émile Journault)
6413,426,299483.71,5040432.87,56,4620062.00,45.503797,-73.568031,Square Phillips 2
6414,427,298077.50,5037743.19,2,4620081.00,45.479582,-73.585989,Agnes/Guay
6415,413,295714.16,5036714.66,15,4620096.00,45.4703,-73.6162,Wilson/Sherbrooke
6416,418,295783.54,5037493.91,15,4620108.00,45.477313,-73.615327,Ave Notre Dame de Grâce / Décarie
6417,414,301035.14,5045927.51,0,4620014.01,45.55325,-73.54822,Desjardins/Hochelaga
6418,415,296651.16,5037099.55,19,4620095.00,45.473775,-73.604223,Metro Vendome (Maisonneuve / Marlowe)
6419,419,294353.72,5039074.18,5,4620113.00,45.491513,-73.633649,Beaucourt /Cote Ste-Catherine
6420,422,294728.82,5038292.99,19,4620113.00,45.484489,-73.628834,Trans Island/Queen Mary
6421,417,297697.96,5044591.04,19,4620208.00,45.541198,-73.590943,Cartier/Rosemont
64,423,292182.90,5045977.98,15,4620270.00,45.5536,-73.6616,Fleury/Lajeunesse
6423,421,294653.71,5039605.89,15,4620117.00,45.496302,-73.629822,Hôpital général juif
6424,416,299018.28,5040351.71,23,4620062.00,45.503063,-73.573986,President kennedy/Mcgill College
6425,428,299650.80,5035870.28,17,4620300.00,45.462742,-73.565845,Ross / Ave de Léglise
6426,429,299213.12,5035533.37,23,4620305.00,45.459707,-73.571438,Willibord / Verdun
6427,430,299729.78,5036841.16,19,4620301.00,45.471479,-73.564845,Rushbrooke / Gilberte-Dubé
6428,433,301329.44,5035519.18,15,4620317.02,45.459593,-73.544377,Berlioz/Boul de l'Ile des Soeurs
6429,431,301469.64,5036357.80,30,4620317.02,45.46714,-73.54259,Place du Commerce
6432,438,297820.11,5038564.57,2,4620351.00,45.48697062,-73.58929306,Boul Maisonneuve/Greene
6433,439,297686.17,5038112.35,2,4620350.00,45.4829,-73.591,Hillside / Ste-Catherine
6434,440,296954.27,5037522.12,11,4620352.00,45.477581,-73.600353,Victoria/Maisonneuve
6435,441,296982.43,5037968.72,15,4620352.00,45.4816,-73.6,Victorial Hall
6436,442,297303.53,5038457.30,1,4620353.00,45.486,-73.5959,Argyle / Sherbrooke
6501,406,302157.52,5041353.56,27,4620040.00,45.512097,-73.53382,Métro Jean-Drapeau
6502,407,301857.59,5041248.00,19,4620040.00,45.511146,-73.537658,Quai de la navette fluviale
6503,408,295110.56,5043418.63,17,4620220.00,45.530617,-73.624052,Métro Parc  (Ogilvy/Hutchison)
6504,409,302076.81,5042428.45,22,4620040.00,45.521769,-73.534859,La Ronde
6700,454,302100.27,5045572.00,11,4620019.00,45.550056,-73.534576,Lasalle / Ste-Catherine
6701,455,301060.07,5047014.25,19,4620014.02,45.563029,-73.547909,Viau /Pierre de Coubertain
6702,456,301047.10,5047765.51,15,4620013.00,45.569789,-73.548081,Chauveau/Assomption
6703,457,298954.80,5048192.97,23,4620197.00,45.573621,-73.574892,St-Zotique/39e
6704,458,298114.27,5046857.23,15,4620201.00,45.561594,-73.585643,19e/St-Zotique
6705,459,298845.04,5035162.32,15,4620308.00,45.456365,-73.57614,5e ave/Bannantyne
6706,460,299133.40,5034547.72,11,4620312.00,45.450837,-73.572446,Beatty/Verdun
6707,461,298364.01,5035125.12,15,4620086.00,45.456026,-73.58229,Drake / De Sève
6708,462,299893.34,5040517.44,19,4620056.00,45.504561,-73.56279,Gauchetière/Bleury
6709,463,298227.87,5035754.14,15,4620086.00,45.461685,-73.584039,Le Caron / Marc-Sauvalle
6710,464,292399.46,5046517.31,0,4620271.00,45.558457,-73.65884,Georges Baril/ Fleury
6711,465,295595.82,5043564.70,19,4620219.00,45.531938,-73.617842,Alexandra/Waverly
6712,466,298344.77,5033144.25,18,4620316.00,45.438201,-73.58251,Lasalle/Crawford
6713,467,298599.56,5047593.65,15,4620198.00,45.56822507,-73.57943594,30e / St-Zotique
6714,468,297858.97,5032547.45,19,4620320.00,45.432826,-73.588711,Boul Lasalle/Alepin
6715,469,298871.32,5033836.29,19,4620314.00,45.444433,-73.575788,Natatorium (Lasalle/Rolland)
6716,470,292655.70,5047126.92,15,4620272.00,45.563947,-73.655573,Francis/Fleury
6717,471,293953.93,5039440.70,23,4620112.01,45.494805,-73.638772,Kent/Victoria
6718,472,295158.76,5036300.86,3,4620097.01,45.466569,-73.623295,Grand boulevard/Sherbrooke
6719,473,294453.97,5035776.78,15,4620097.02,45.461843,-73.632297,Park Row W/Sherbrooke
6720,474,302064.51,5046664.78,23,4620015.00,45.559889,-73.53504,Ontario/Ville Marie
6721,475,301148.88,5048569.15,19,4620190.01,45.577021,-73.546783,Cadillac/Sherbrooke
6722,476,301704.69,5048222.68,19,4620013.00,45.573906,-73.539659,Bossuet/Pierre de coubertain
6723,477,298739.47,5047228.88,15,4620199.00,45.564944,-73.577639,26e/beaubien
6724,478,298351.74,5036892.09,18,4620083.00,45.471926,-73.58247,Square Sir-Georges-Étienne-Cartier / Léa Roback
6725,479,297718.10,5035301.40,19,4620088.00,45.457606,-73.590551,Dubois / Eadie
6726,480,293058.06,5046769.98,15,4620272.00,45.560742,-73.65041,Hamel/Sauvé
6727,481,300084.47,5038327.58,18,4620073.00,45.484857,-73.560323,Richardson/Montmorency
6728,482,295088.13,5043006.03,15,4620221.00,45.526904,-73.624331,Champagneur/Jean Talon
6729,483,300129.51,5041906.50,5,4620052.00,45.517062,-73.559781,St-André/Maisonneuve
6730,484,299098.44,5047799.43,15,4620196.00,45.570081,-73.573047,35e/beaubien
6731,487,299238.60,5047162.74,23,4620199.00,45.564353,-73.571244,28e ave/Rosemont
6732,486,300184.36,5037556.93,19,4620072.00,45.477923,-73.559038,Fortune/wellington
6733,485,295677.07,5045453.04,15,4620240.00,45.548931,-73.616837,Rousselot/Villeray
6734,489,295345.23,5045671.91,15,4620240.00,45.550896,-73.621091,Rousselot/Jarry
6735,492,296872.94,5046836.67,15,4620251.02,45.561396,-73.601544,François Perrault / LO David
6736,490,291467.60,5046323.63,19,4620279.00,45.556697,-73.670771,Basile Routhier/Gouin
6737,491,294641.80,5045809.36,18,4620264.02,45.552123,-73.630103,Jacques Cassault/Christophe-Colomb
6738,493,299603.45,5040269.74,23,4620062.00,45.50233,-73.566497,Union/René Lévesque
6739,495,301306.53,5048985.70,15,4620191.00,45.58077,-73.544766,Repentigny/Sherbrooke
6740,6740,295527.99,5042272.23,15,4620367.00,45.520307,-73.618686,Dollard/Ducharme
6741,496,299934.13,5039305.75,1,4620070.00,45.493658,-73.562256,Murray/William
6742,497,297241.74,5035830.48,15,4620087.00,45.462362,-73.59665,Briand/Carron
6743,498,298284.13,5039402.37,19,4620065.01,45.494514,-73.583368,St-Marc/Sherbrooke
6744,499,297170.00,5035163.01,15,4620092.00,45.456355,-73.597557,Hamilton/Jolicoeur
6745,500,294905.25,5043000.98,14,4620221.00,45.526856,-73.626672,Outremont / Ogilvy
6746,501,294992.23,5042773.92,15,4620221.00,45.524814,-73.625554,Birnam /Jean Talon
6747,502,295847.58,5043415.64,15,4620219.00,45.5306,-73.614616,Waverly / St-Zotique
6748,503,298873.14,5037758.62,23,4620078.00,45.479728,-73.575812,Rufus Rockhead/Atwater
6749,504,300396.57,5040726.43,0,4620055.01,45.506445,-73.556352,St-Jacques/St-Laurent
6750,505,299584.53,5043733.81,23,4620151.00,45.533501,-73.566776,Rachel/Des Érables
6901,10,300069.32,5041534.19,39,4620059.00,45.51371137,-73.56054783,Sainte-Catherine / Saint-Denis
6902,21,299922.04,5042362.63,19,4620050.00,45.521165,-73.562441,Montcalm/Ontario
6903,233,298722.96,5041876.03,23,4620136.00,45.516777,-73.577784,Napoleon/St-Dominique
6904,275,297163.14,5044686.91,15,4620209.00,45.542055,-73.597793,Fabre / Beaubien
6905,276,298473.39,5044943.50,19,4620180.00,45.544377,-73.581018,Parc Rosemont (Dandurand/d'Iberville)
6906,277,297150.06,5043565.95,23,4620215.00,45.531968,-73.597943,St-Valier/Rosemont
6907,278,297342.88,5043806.65,23,4620210.00,45.534136,-73.595478,Boyer / Rosemont
6908,279,296894.24,5043733.52,19,4620215.00,45.533473,-73.601221,Bellechasse/St-Valier
6910,289,296831.87,5044130.11,19,4620211.00,45.537041,-73.602026,Boyer / Beaubien
6912,82,296714.80,5043951.34,27,4620215.00,45.535431,-73.603522,Chateaubriand / Beaubien
6913,127,296533.93,5043720.09,19,4620217.00,45.533348,-73.605834,Drolet / Beaubien
6915,128,296469.66,5043614.38,19,4620217.00,45.532396,-73.606655,Alma / Beaubien
6916,129,299211.66,5044957.91,19,4620181.00,45.544513,-73.571564,Parc du Pélican (2e ave/St-Joseph)
6917,287,293245.40,5045570.18,11,4620265.00,45.549949,-73.647982,Basile-Routhier / Chabanel
6918,130,298779.25,5045653.55,11,4620183.00,45.550769,-73.57711,9e Avenue / Dandurand
6919,288,298461.28,5045862.79,14,4620202.00,45.552649,-73.581185,10e Avenue / Rosemont
6921,280,299630.16,5038081.75,15,4620076.00,45.48264173,-73.56613219,Island/Augustin-Cantin
6923,131,296397.31,5045277.01,19,4620243.00,45.54735612,-73.60760987,Marquette / Jean-Talon
6924,234,296561.43,5045537.73,15,4620242.00,45.54970408,-73.60551238,de Bordeaux / Jean-Talon
6925,132,296757.85,5045841.81,19,4620249.00,45.55244261,-73.60300183,des Écores / Jean-Talon
6926,281,298647.96,5042749.26,15,4620141.00,45.524634,-73.578755,Marie-anne/ St-Hubert
6927,282,295807.22,5040818.57,19,4620126.00,45.50723,-73.615085,Édouard-Montpetit / Stirling
6928,283,295570.07,5040019.33,23,4620127.01,45.500035,-73.618105,Louis-Colin / McKenna
6929,452,297649.31,5043494.46,15,4620173.00,45.53133,-73.59155,St-André/St-Grégoire
10002,297,299354.64,5037591.47,15,4620075.00,45.47822787,-73.56965125,Métro Charlevoix (Centre / Charlevoix)
